KEY,en-US,fr-FR,WorkaroundLocalization - NE PAS SUPPRIMER CE TEXTE
ER_BUILDING_EROSION_UPDATE_DESC,"Time has passed since this monument was built. Stones have fallen, vegetation has taken over, and few citizens have shown any concern. Unfortunately, to let this building fall to ruin would be to lose part of the city's culture. If you look through the city's inventory, you should be able to find enough to repair it.","Le temps a passé depuis la construction de ce monument. Des pierres sont tombées, la végétation a repris ses droits et rares sont les citoyens qui s'en sont préoccupés. Malheureusement, laisser cet édifice se détruire reviendrait à perdre une partie de la culture de la ville. En fouillant dans l'inventaire de la ville, vous devriez trouver de quoi le réparer.",
ER_BUILDING_EROSION_UPDATE_NAME,Repair the building [NAME],Réparation du bâtiment [NAME],
EV_ANT_MIL_CHOICE1_2_3_DESC_MACEDONIA2_RESUME,You accept the gift,Vous acceptez le cadeau,
EV_ANT_MIL_CHOICE1_DESC_MACEDONIA1_RESUME,You choose to help the Kingdom of Macedonia,Vous choisissez d'aider le Royaume de Macédoine,
EV_ANT_MIL_CHOICE1_GD_MACEDONIA1,"At the end of the event, you'll win <color=#e6625d>[NAME]</color>","À l'issue de cet évènement, vous gagnerez <color=#e6625d>[NAME]</color>",
EV_ANT_MIL_CHOICE1_GD_MACEDONIA2_2_REWARD,"At the end of the event, you'll win <color=#9aa7ff>[NAME]</color>","À l'issue de cet évènement, vous gagnerez <color=#9aa7ff>[NAME]</color>",
EV_ANT_MIL_CHOICE1_GD_MACEDONIA3,"At the end of the event, you'll win <color=#ce7bba>[NAME]</color>","À l'issue de cet évènement, vous gagnerez <color=#ce7bba>[NAME]</color>",
EV_ANT_MIL_CHOICE1_TITLE_MACEDONIA1,Reinforce,Renforcer,
EV_ANT_MIL_CHOICE1_TITLE_MACEDONIA2,Thank,Remercier,
EV_ANT_MIL_CHOICE2_DESC_MACEDONIA1_RESUME,You choose to ask for help,Vous choisissez de demander de l'aide,
EV_ANT_MIL_CHOICE2_TITLE_MACEDONIA1,Seeking help,Chercher de l'aide,
EV_ANT_MIL_CHOICE3_DESC_MACEDONIA1_RESUME,You choose to help the Greek cities,Vous choisissez d'aider les cités Grecques,
EV_ANT_MIL_CHOICE3_TITLE_MACEDONIA1,Defend,Défendre,
EV_ANT_MIL_LORE_MACEDONIA1,"An emissary brings you a letter from the King of Macedonia, who wishes to conquer territory in order to gain access to the Aegean Sea. He plans to lay siege to Amphipolis and the neighboring Greek cities, and sees you as a key ally.

You have the necessary soldiers, and the Greek cities have coveted resources, but weakening these cities in order to exploit them could be harmful in the long term. You could also seek political and religious support to moderate the King's ambitions. 

The choice is yours and will shape the future: live up to your convictions!","Un émissaire vous apporte une lettre du Roi de Macédoine qui souhaite conquérir des territoires pour accéder à la mer Égée. Il envisage d'assiéger Amphipolis et les cités grecques voisines, et voit en vous un allié clé.

Vous avez les soldats nécessaires, et les cités grecques ont des ressources convoitées, mais affaiblir ces villes pour les exploiter pourrait être néfaste sur le long terme. Vous pourriez aussi chercher du soutien politique et religieux pour modérer les ambitions du Roi. 

Le choix est vôtre et façonnera l'avenir : soyez à la hauteur de vos convictions !",
EV_ANT_MIL_LORE_MACEDONIA2,"Alexander the Great informs you that your ally, his father, lost an eye at the battle of Methone. He has allied himself with the Chalcidian League and conquered Amphipolis, Merona and Methone, establishing a promising naval base.

The Greek cities are no longer a threat.

In recognition of your help, he offers you the plans for a building to maintain order, sealing a lasting alliance with Macedonia's ruling family.","Alexandre le Grand vous informe que votre allié, son père, a perdu un œil à la bataille de Méthone. Il s'est allié avec la Ligue chalcidienne et a conquis Amphipolis, Méronnée et Méthone, établissant une base navale prometteuse.

Les cités grecques ne sont plus une menace.

En reconnaissance de votre aide, il vous offre les plans d'une bâtisse pour maintenir l'ordre, scellant ainsi une alliance durable avec la famille dirigeante de Macédoine.",
EV_ANT_MIL_LORE_MACEDONIA2-2,"You sent emissaries to all the influential communities to convince Macedonia to put an end to its expansionist intentions. The death of King Philip II has definitively sealed the non-aggression pact between Alexander the Great and the Greek rulers.

Your advisors recommend keeping an eye on this expansionist kingdom. Inspired by your actions, some citizens have drawn up plans for a building to unite the communities.

Remember, adversaries will give in to solidarity and hope.","Vous avez envoyé des émissaires dans toutes les communautés influentes pour convaincre la Macédoine d'en finir avec ses intentions d'expansion. La mort du Roi Philippe II a définitivement scellé le pacte de non-agression entre Alexandre le Grand et les dirigeants grecs.

Vos conseillers recommandent de surveiller ce royaume expansionniste. Inspirés par vos actes, certains citoyens ont élaboré les plans d'un bâtiment visant à unir les communautés.

Souvenez-vous que l'adversaire flanchera face à la solidarité et à l'espoir.",
EV_ANT_MIL_LORE_MACEDONIA3,"Your defense was a success. Inspired by your example, other cities rallied to the cause of the oppressed.

The Greek cities resisted valiantly, inflicting heavy losses on the King, who lost an eye in battle.

In gratitude, the leaders of Amphipolis, Merona and Methone send you the plans for a building, a symbol of your commitment to justice and the well-being of your peoples.","Votre défense a été un succès. Inspirées par votre exemple, d'autres villes se sont ralliées aux opprimés.

Les cités grecques ont résisté vaillamment, infligeant de lourdes pertes au Roi, qui a perdu un œil lors d'une bataille.

En reconnaissance, les dirigeants d'Amphipolis, de Méronnée et de Méthone vous envoient les plans d'une bâtisse, symbole de votre engagement envers la justice et le bien-être de vos peuples.",
EV_ANT_MIL_TITLE_MACEDONIA1,The threat of Macedonia I,La menace de la Macédoine I,
EV_ANT_MIL_TITLE_MACEDONIA2,The threat of Macedonia II,La menace de la Macédoine II,
EV_ANT_MIL_TITLE_MACEDONIA3,The threat of Macedonia III,La menace de la Macédoine III,
EV_GAIN_SPECIFIC_GENERIC_COLOR,"At the end of the event, you'll win <color=#[ID]>[NAME]</color>","À l'issue de cet évènement, vous gagnerez <color=#[ID]>[NAME]</color>",
EV_IMPACT_BADGE_DESC,An event is underway,Un événement est en cours,
EV_IMPACT_BADGE_DESC_GD,"During the historic event [EVENT], the decision to [CHOICE] was made, with repercussions for the city.","Lors de l'évènement historique [EVENT], la décision de [CHOICE] a été prise, causant des répercussions sur la ville.",
EV_IMPACT_BADGE_TENSION_DESC,"Several factions are involved in <color=#B7644C>tensions</color> <sprite=46>, impacting the city and its development","Plusieurs factions entretiennent des <color=#B7644C>tensions</color> <sprite=46>, impactant la ville et son développement",
EV_IMPACT_BADGE_TENSION_EFFECT_TITLE,Effect of tension,Effet d'une tension,
EV_IMPACT_BADGE_TENSION_INCIDENT_EFFECT,"[VALUE] to faction's incident (<sprite=44>, <sprite=45>, <sprite=48>, <sprite=49>) risk calculation","[VALUE] au calcul du risque des incidents (<sprite=44>, <sprite=45>, <sprite=48>, <sprite=49>) de la faction",
EV_IMPACT_BADGE_TENSION_NAMES,[VALUE] and [VALUE2] are on <color=#B7644C>tension</color> <sprite=46>,[VALUE] et [VALUE2] sont en <color=#B7644C>tension</color> <sprite=46>,
EV_IMPACT_BADGE_TENSION_NEGATIVE_EVENT_EFFECT,[VALUE]% chance of negative rallies propagation from this faction,[VALUE]% de chance de propagation de rassemblements négatifs venant de cette faction,
EV_IMPACT_BADGE_TENSION_NEGATIVE_TRUST_EFFECT,[VALUE] trust per cycle for this faction,[VALUE] confiance par cycle pour cette faction,
EV_IMPACT_BADGE_TENSION_POSITIVE_EFFECT,[VALUE] Cultural influence by cycle and faction,[VALUE] Influence Culturelle par cycle et par faction,
EV_IMPACT_BADGE_TENSION_POSITIVE_EVENT_EFFECT,[VALUE]% chance of spreading a positive rallies from this faction,[VALUE]% de chance de propagation de rassemblements positifs venant de cette faction,
EV_IMPACT_GAIN_RESOURCE,[VALUE] [RESOURCE] <sprite=[ID]>,[VALUE] [RESOURCE] <sprite=[ID]>,
EV_IMPACT_GAIN_RESOURCE_DURATION,[VALUE] [RESOURCE] <sprite=[ID]> for [VALUE2] cycles,[VALUE] [RESOURCE] <sprite=[ID]> pendant [VALUE2] cycles,
EV_IMPACT_GAIN_TRUST,The [VALUE] culture <color=#e4cd9b>factions</color> <sprite=22> will have a [VALUE2] trust bonus,Les <color=#e4cd9b>factions</color> <sprite=22> de culture [VALUE] auront un bonus de confiance de [VALUE2],
EV_IMPACT_LOSS_FEELING,[VALUE] <color=#4ba38a>[FEELING]</color> <sprite=[ID]>,<color=#4ba38a>[VALUE] [FEELING]</color> <sprite=[ID]>,
EV_IMPACT_TOO_LATE_IMPOSSIBLE,"You won't win or lose any resources, because the historical event came too late. However, the choices you make will still influence your game.","Vous ne gagnerez ni ne perdrez aucune ressource, car l'évènement historique est arrivé trop tard. Cependant, les choix influenceront tout de même votre partie.",
EV_IMPACT_UNLOCK_TRADE_ROUTE,Unlocks the [VALUE] <color=#ead93b>trade route</color> <sprite=23>,Débloque la <color=#ead93b>route commerciale</color> <sprite=23> [VALUE],
EV_LASTS_CYCLE_GENERIC,Lasts: [VALUE] cycles <sprite=42>,Dure : [VALUE] cycles <sprite=42>,
EV_MID_CONSTANTINOPLE_CHOICE_1_A_DESC_RESUME,You choose to consolidate the Byzantine defenses,Vous choisissez de consolider les défenses des Byzantins,
EV_MID_CONSTANTINOPLE_CHOICE_1_B_DESC_RESUME,You choose to negotiate with the Ottomans,Vous choisissez de négocier auprès des Ottomans,
EV_MID_CONSTANTINOPLE_CHOICE_1_C_DESC_RESUME,You choose to strengthen your personal defences,Vous choisissez de renforcer vos défenses personnelles,
EV_MID_CONSTANTINOPLE_CHOICE_2_A_DESC_RESUME,You choose to betray the Byzantines,Vous choisissez de trahir les Byzantins,
EV_MID_CONSTANTINOPLE_CHOICE_2_B_DESC_RESUME,You choose to support the Byzantines against the invaders,Vous choisissez de soutenir les Byzantins contre les envahisseurs,
EV_MID_CONSTANTINOPLE_CHOICE_2_C_DESC_RESUME,You choose to form alliances for a simplified attack,Vous choisissez de nouer des alliances pour une attaque simplifiée,
EV_MID_CONSTANTINOPLE_CHOICE_2_D_DESC_RESUME,You choose to attack the Ottomans,Vous choisissez d'attaquer les Ottomans,
EV_MID_CONSTANTINOPLE_CHOICE_3_A_DESC_RESUME,You choose to pay mercenaries on behalf of the Byzantines,Vous choisissez de payer des mercenaires en faveur des Byzantins,
EV_MID_CONSTANTINOPLE_CHOICE_3_B_DESC_RESUME,You choose to negotiate with the Ottomans,Vous choisissez de négocier avec les Ottomans,
EV_MID_CONSTANTINOPLE_CHOICE_4_A_DESC_RESUME,You choose to betray the Byzantines,Vous choisissez de trahir les Byzantins,
EV_MID_CONSTANTINOPLE_CHOICE_4_B_DESC_RESUME,You choose to sabotage the Ottomans,Vous choisissez de saboter les Ottomans,
EV_MID_CONSTANTINOPLE_CHOICE_4_C_DESC_RESUME,You choose to deal the final blow to the Byzantines,Vous choisissez de porter le coup de grâce aux Byzantins,
EV_MID_CONSTANTINOPLE_END_SAVE_TITLE,Constantinople is saved,Constantinople est sauvée,
EV_MID_CONSTANTINOPLE_END_SINK_TITLE,Constantinople sinks,Constantinople sombre,
EV_MID_CONSTANTINOPLE_LORE_1_DESC,"An out-of-breath messenger brings you worrying news: the Ottomans are besieging the Byzantines in Constantinople, while the Timurids are threatening towns close to the Ottoman borders.

Your advisors recommend that you inform the Byzantines of their advantage in attacking the besiegers. You can also negotiate with the Ottomans in exchange for your support against Constantinople, or strengthen your own defenses to avoid war.

Each decision could compromise the alliances your family has made with both nations.","Un messager essoufflé vous apporte d'inquiétantes nouvelles : les Ottomans assiègent les Byzantins de Constantinople tandis que les Timourides menacent des villes proches des frontières ottomanes.

Vos conseillers vous recommandent d'informer les Byzantins de leur avantage pour attaquer les assiégeurs. Vous pouvez également négocier avec les Ottomans en échange de votre soutien contre Constantinople ou renforcer vos propres défenses afin d'éviter la guerre.

Chaque décision pourrait compromettre les alliances que votre famille a passées avec les deux peuples.",
EV_MID_CONSTANTINOPLE_LORE_1_TITLE,The Fall of Constantinople I,La Chute de Constantinople I,
EV_MID_CONSTANTINOPLE_LORE_2_1_DESC,"Emperor Constantine XI, ruler of Constantinople, informs you that he will take advantage of your information to attack: caught in a vice, the Ottomans will suffer heavy losses.

You can advise the Emperor to continue striking at the Sultan's armies, or drastically change sides and send armies to defend the Ottomans.

This betrayal would bring in a lot of resources, as the Ottoman troops would probably rather go into debt than disappear.","L'empereur Constantin XI, dirigeant de Constantinople, vous informe qu'il va profiter de vos informations pour attaquer : pris en étau, les Ottomans vont essuyer de lourdes pertes.

Vous pouvez conseiller à l'empereur de continuer à frapper les armées du sultan ou de changer drastiquement de bord et d'envoyer des armées défendre les Ottomans.

Cette trahison rapporterait beaucoup de ressources, car les troupes ottomanes préfèreront sans doute s'endetter plutôt que de disparaître.",
